"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"WA007401540","WINDHOEK, WA","2014-06-21",,"54","70","43"
"WA007401540","WINDHOEK, WA","2014-06-22",,"60","72","49"
"WA007401540","WINDHOEK, WA","2014-06-23",,"61","75",
"WA007401540","WINDHOEK, WA","2014-06-24",,"60","76",
"WA007401540","WINDHOEK, WA","2014-06-25",,"58","76",
"WA007401540","WINDHOEK, WA","2014-06-26",,"61","76",
"WA007401540","WINDHOEK, WA","2014-06-27",,"62","78","51"
"WA007401540","WINDHOEK, WA","2014-06-28",,"64","79","51"
"WA007401540","WINDHOEK, WA","2014-06-29",,"64","80",
"WA007401540","WINDHOEK, WA","2014-06-30",,"64","80","51"
"WA007401540","WINDHOEK, WA","2014-07-01",,"63","79",
"WA007401540","WINDHOEK, WA","2014-07-02",,"64","78","54"
"WA007401540","WINDHOEK, WA","2014-07-03",,"63","77","51"
"WA007401540","WINDHOEK, WA","2014-07-04",,"60","77",
"WA007401540","WINDHOEK, WA","2014-07-05",,"53","75","39"
"WA007401540","WINDHOEK, WA","2014-07-06",,"56","74",
"WA007401540","WINDHOEK, WA","2014-07-07",,"59","78","46"
"WA007401540","WINDHOEK, WA","2014-07-08",,"57","78",
"WA007401540","WINDHOEK, WA","2014-07-09",,"63","83","48"
"WA007401540","WINDHOEK, WA","2014-07-10",,"66","84","51"
"WA007401540","WINDHOEK, WA","2014-07-11",,"65","84","53"
"WA007401540","WINDHOEK, WA","2014-07-12",,"63","85","51"
"WA007401540","WINDHOEK, WA","2014-07-13",,"67","85","55"
"WA007401540","WINDHOEK, WA","2014-07-14",,"69","86",
"WA007401540","WINDHOEK, WA","2014-07-15",,"66","91",
"WA007401540","WINDHOEK, WA","2014-07-16",,"58",,
"WA007401540","WINDHOEK, WA","2014-07-17",,"56","77","42"
"WA007401540","WINDHOEK, WA","2014-07-18",,"56","75",
"WA007401540","WINDHOEK, WA","2014-07-19",,"56","74","35"
"WA007401540","WINDHOEK, WA","2014-07-20",,"58","75","46"
"WA007401540","WINDHOEK, WA","2014-07-21",,"60","78","46"
"WA007401540","WINDHOEK, WA","2014-07-22",,"61","79",
"WA007401540","WINDHOEK, WA","2014-07-23",,"62","79",
"WA007401540","WINDHOEK, WA","2014-07-24",,"63","80","48"
"WA007401540","WINDHOEK, WA","2014-07-25",,"52","80",
"WA007401540","WINDHOEK, WA","2014-07-26",,"47","71",
"WA007401540","WINDHOEK, WA","2014-07-27",,"51","68",
"WA007401540","WINDHOEK, WA","2014-07-28",,"55","73","41"
"WA007401540","WINDHOEK, WA","2014-07-29",,"59","75",
"WA007401540","WINDHOEK, WA","2014-07-30",,"59","75",
"WA007401540","WINDHOEK, WA","2014-07-31",,"60","77","47"
"WA007401540","WINDHOEK, WA","2014-08-01",,"62","80","51"
"WA007401540","WINDHOEK, WA","2014-08-02",,"63","80","55"
"WA007401540","WINDHOEK, WA","2014-08-03",,"62","78","49"
"WA007401540","WINDHOEK, WA","2014-08-04",,"61","78",
"WA007401540","WINDHOEK, WA","2014-08-05",,"60","76","49"
"WA007401540","WINDHOEK, WA","2014-08-06",,"60","75","46"
"WA007401540","WINDHOEK, WA","2014-08-07",,"57","75",
"WA007401540","WINDHOEK, WA","2014-08-08",,"51","71","37"
"WA007401540","WINDHOEK, WA","2014-08-09",,"57","77","41"
"WA007401540","WINDHOEK, WA","2014-08-10",,"59","77",
"WA007401540","WINDHOEK, WA","2014-08-11",,"59","79","38"
"WA007401540","WINDHOEK, WA","2014-08-12",,"65","81",
"WA007401540","WINDHOEK, WA","2014-08-13",,"64","81","49"
"WA007401540","WINDHOEK, WA","2014-08-14",,"67","81",
"WA007401540","WINDHOEK, WA","2014-08-15",,"67","81","55"
"WA007401540","WINDHOEK, WA","2014-08-16",,"67","82","55"
"WA007401540","WINDHOEK, WA","2014-08-17",,"64","82",
"WA007401540","WINDHOEK, WA","2014-08-18",,"65","80","53"
"WA007401540","WINDHOEK, WA","2014-08-19",,"65","80",
"WA007401540","WINDHOEK, WA","2014-08-20",,"65","80","56"
"WA007401540","WINDHOEK, WA","2014-08-21",,"62","79",
"WA007401540","WINDHOEK, WA","2014-08-22",,"62","80",
"WA007401540","WINDHOEK, WA","2014-08-23",,"63","81",
"WA007401540","WINDHOEK, WA","2014-08-24",,"66","83","52"
"WA007401540","WINDHOEK, WA","2014-08-25",,"64","83",
"WA007401540","WINDHOEK, WA","2014-08-26",,"67","83","53"
"WA007401540","WINDHOEK, WA","2014-08-27",,"64","83",
"WA007401540","WINDHOEK, WA","2014-08-28",,"58","80","42"
"WA007401540","WINDHOEK, WA","2014-08-29",,"54","74",
"WA007401540","WINDHOEK, WA","2014-08-30",,"61","75","37"
"WA007401540","WINDHOEK, WA","2014-08-31",,"61","77",
"WA007401540","WINDHOEK, WA","2014-09-01",,"65","81",
"WA007401540","WINDHOEK, WA","2014-09-02",,"64","82",
"WA007401540","WINDHOEK, WA","2014-09-03",,"67","82","49"
"WA007401540","WINDHOEK, WA","2014-09-04",,"64","82",
"WA007401540","WINDHOEK, WA","2014-09-05",,"64","81",
"WA007401540","WINDHOEK, WA","2014-09-06",,"65","81",
"WA007401540","WINDHOEK, WA","2014-09-07",,"67","84","52"
"WA007401540","WINDHOEK, WA","2014-09-08",,"70","88","52"
"WA007401540","WINDHOEK, WA","2014-09-09",,"71","89","55"
"WA007401540","WINDHOEK, WA","2014-09-10",,"72","89",
"WA007401540","WINDHOEK, WA","2014-09-11",,"74","89","58"
"WA007401540","WINDHOEK, WA","2014-09-12",,"74","89",
"WA007401540","WINDHOEK, WA","2014-09-13",,"76","90","68"
"WA007401540","WINDHOEK, WA","2014-09-14","0.01","72","90","64"
"WA007401540","WINDHOEK, WA","2014-09-15","0.01","74","87",
"WA007401540","WINDHOEK, WA","2014-09-16","0.02","77","92","61"
"WA007401540","WINDHOEK, WA","2014-09-17","0.00","73","92",
"WA007401540","WINDHOEK, WA","2014-09-18",,"66","88","53"
"WA007401540","WINDHOEK, WA","2014-09-19",,"64","85",
"WA007401540","WINDHOEK, WA","2014-09-20",,"67","86",
"WA007401540","WINDHOEK, WA","2014-09-21",,"73","86",
"WA007401540","WINDHOEK, WA","2014-09-22",,"71","86",
"WA007401540","WINDHOEK, WA","2014-09-23",,"71","85","59"
"WA007401540","WINDHOEK, WA","2014-09-24",,"72","89","57"
"WA007401540","WINDHOEK, WA","2014-09-25",,"74","90",
"WA007401540","WINDHOEK, WA","2014-09-26",,"70","90",
"WA007401540","WINDHOEK, WA","2014-09-27",,"69","89",
"WA007401540","WINDHOEK, WA","2014-09-28",,"63","88",
"WA007401540","WINDHOEK, WA","2014-09-29",,"59","83","43"
"WA007401540","WINDHOEK, WA","2014-09-30",,"64","84",
"WA007401540","WINDHOEK, WA","2014-10-01",,"67","87",
"WA007401540","WINDHOEK, WA","2014-10-02",,"71","88",
"WA007401540","WINDHOEK, WA","2014-10-03",,"71","88","53"
"WA007401540","WINDHOEK, WA","2014-10-04",,"72","88",
"WA007401540","WINDHOEK, WA","2014-10-05",,"75","89",
"WA007401540","WINDHOEK, WA","2014-10-06",,"67","89",
"WA007401540","WINDHOEK, WA","2014-10-07",,"69","86",
"WA007401540","WINDHOEK, WA","2014-10-08",,"71","88","55"
"WA007401540","WINDHOEK, WA","2014-10-09",,"67","88","51"
"WA007401540","WINDHOEK, WA","2014-10-10",,"68","87","51"
"WA007401540","WINDHOEK, WA","2014-10-11",,"71","87",
"WA007401540","WINDHOEK, WA","2014-10-12",,"77","93","62"
"WA007401540","WINDHOEK, WA","2014-10-13",,"77","93","63"
"WA007401540","WINDHOEK, WA","2014-10-14",,"74","91","58"
"WA007401540","WINDHOEK, WA","2014-10-15",,"73","91","59"
"WA007401540","WINDHOEK, WA","2014-10-16",,"71","85","51"
"WA007401540","WINDHOEK, WA","2014-10-17",,"67","85","51"
"WA007401540","WINDHOEK, WA","2014-10-18",,"73","89","57"
"WA007401540","WINDHOEK, WA","2014-10-19",,"74","92",
"WA007401540","WINDHOEK, WA","2014-10-20",,"76","92","60"
"WA007401540","WINDHOEK, WA","2014-10-21",,"77","93",
"WA007401540","WINDHOEK, WA","2014-10-22",,"75","94","63"
"WA007401540","WINDHOEK, WA","2014-10-23",,"74","94","58"
"WA007401540","WINDHOEK, WA","2014-10-24",,"74","92","57"
"WA007401540","WINDHOEK, WA","2014-10-25",,"76","91","58"
"WA007401540","WINDHOEK, WA","2014-10-26",,"77","94",
"WA007401540","WINDHOEK, WA","2014-10-27",,"76","94","55"
"WA007401540","WINDHOEK, WA","2014-10-28",,"73","93",
"WA007401540","WINDHOEK, WA","2014-10-29",,"76","92","59"
"WA007401540","WINDHOEK, WA","2014-10-30",,"77","94",
"WA007401540","WINDHOEK, WA","2014-10-31",,"71","94",
"WA007401540","WINDHOEK, WA","2014-11-01",,"67","85",
"WA007401540","WINDHOEK, WA","2014-11-02",,"66","84",
"WA007401540","WINDHOEK, WA","2014-11-03",,"66","84","53"
"WA007401540","WINDHOEK, WA","2014-11-04",,"67","89","46"
"WA007401540","WINDHOEK, WA","2014-11-05",,"76","90","59"
"WA007401540","WINDHOEK, WA","2014-11-06",,"77","91",
"WA007401540","WINDHOEK, WA","2014-11-07",,"78","91",
"WA007401540","WINDHOEK, WA","2014-11-08",,"72","90",
"WA007401540","WINDHOEK, WA","2014-11-09",,"70","90",
"WA007401540","WINDHOEK, WA","2014-11-10",,"68","87","59"
"WA007401540","WINDHOEK, WA","2014-11-11",,"68","83",
"WA007401540","WINDHOEK, WA","2014-11-12",,"67","83",
"WA007401540","WINDHOEK, WA","2014-11-13",,"69","86",
"WA007401540","WINDHOEK, WA","2014-11-14",,"72","90","55"
"WA007401540","WINDHOEK, WA","2014-11-15",,"67","90","58"
"WA007401540","WINDHOEK, WA","2014-11-16",,"71","89",
"WA007401540","WINDHOEK, WA","2014-11-17",,"73","89","59"
"WA007401540","WINDHOEK, WA","2014-11-18",,"75","88",
"WA007401540","WINDHOEK, WA","2014-11-19",,"73","89",
"WA007401540","WINDHOEK, WA","2014-11-20",,"74","89","60"
"WA007401540","WINDHOEK, WA","2014-11-21",,"76","90","57"
"WA007401540","WINDHOEK, WA","2014-11-22",,"69","90","59"
"WA007401540","WINDHOEK, WA","2014-11-23",,"70","87",
"WA007401540","WINDHOEK, WA","2014-11-24",,"70",,"57"
"WA007401540","WINDHOEK, WA","2014-11-26",,"75",,"57"
"WA007401540","WINDHOEK, WA","2014-11-27",,"79",,"55"
"WA007401540","WINDHOEK, WA","2014-12-04",,"77","91","67"
"WA007401540","WINDHOEK, WA","2014-12-05",,"79","91","70"
"WA007401540","WINDHOEK, WA","2014-12-06",,"67","90","58"
"WA007401540","WINDHOEK, WA","2014-12-07",,"68","90","57"
"WA007401540","WINDHOEK, WA","2014-12-08",,"71","85","61"
"WA007401540","WINDHOEK, WA","2014-12-09",,"73",,"59"
"WA007401540","WINDHOEK, WA","2014-12-10",,"74","92","59"
"WA007401540","WINDHOEK, WA","2014-12-11",,"78","92","65"
"WA007401540","WINDHOEK, WA","2014-12-12",,"81","93","60"
"WA007401540","WINDHOEK, WA","2014-12-13",,"74","93","64"
"WA007401540","WINDHOEK, WA","2014-12-14",,"76","91","60"
"WA007401540","WINDHOEK, WA","2014-12-15",,"76","91","60"
"WA007401540","WINDHOEK, WA","2014-12-16",,"72","90",
"WA007401540","WINDHOEK, WA","2014-12-17",,"72","90","59"
"WA007401540","WINDHOEK, WA","2014-12-18",,"74","92",
"WA007401540","WINDHOEK, WA","2014-12-19",,"78","92",
"WA007401540","WINDHOEK, WA","2014-12-20",,"78","93",
"WA007401540","WINDHOEK, WA","2014-12-21",,"79","94","62"
"WA007401540","WINDHOEK, WA","2014-12-22",,"81","94","65"
"WA007401540","WINDHOEK, WA","2014-12-23",,"77","95","58"
"WA007401540","WINDHOEK, WA","2014-12-24",,"79","97","61"
"WA007401540","WINDHOEK, WA","2014-12-25",,"78","97","66"
"WA007401540","WINDHOEK, WA","2014-12-26",,"73","95",
"WA007401540","WINDHOEK, WA","2014-12-27",,"71","92","51"
"WA007401540","WINDHOEK, WA","2014-12-28",,"76","93","54"
"WA007401540","WINDHOEK, WA","2014-12-29",,"81","97","66"
"WA007401540","WINDHOEK, WA","2014-12-30",,"81","97","70"
"WA007401540","WINDHOEK, WA","2014-12-31",,"77","94",
"WA007401540","WINDHOEK, WA","2015-01-01",,"78","94",
"WA007401540","WINDHOEK, WA","2015-01-02",,"77","94","56"
"WA007401540","WINDHOEK, WA","2015-01-03",,"80","95","65"
"WA007401540","WINDHOEK, WA","2015-01-04",,"81","95","68"
"WA007401540","WINDHOEK, WA","2015-01-05",,"81","97","66"
"WA007401540","WINDHOEK, WA","2015-01-06",,"83","97","68"
"WA007401540","WINDHOEK, WA","2015-01-07",,"82","99","68"
"WA007401540","WINDHOEK, WA","2015-01-08",,"76","99","68"
"WA007401540","WINDHOEK, WA","2015-01-09","0.16","70","94","61"
"WA007401540","WINDHOEK, WA","2015-01-10","0.08","78","92","67"
"WA007401540","WINDHOEK, WA","2015-01-11","0.01","77","94",
"WA007401540","WINDHOEK, WA","2015-01-12","0.04","75","94","65"
"WA007401540","WINDHOEK, WA","2015-01-13","0.00","71","92","63"
"WA007401540","WINDHOEK, WA","2015-01-14","0.75","74","92","61"
"WA007401540","WINDHOEK, WA","2015-01-15","0.00","74","90",
"WA007401540","WINDHOEK, WA","2015-01-16","0.12","76","90","64"
"WA007401540","WINDHOEK, WA","2015-01-17","0.00","79","92","66"
"WA007401540","WINDHOEK, WA","2015-01-18",,"80","94","65"
"WA007401540","WINDHOEK, WA","2015-01-19",,"80","96",
"WA007401540","WINDHOEK, WA","2015-01-20",,"78","96","64"
"WA007401540","WINDHOEK, WA","2015-01-21",,"77","94",
"WA007401540","WINDHOEK, WA","2015-01-22",,"74","91","64"
"WA007401540","WINDHOEK, WA","2015-01-23",,"75","91","64"
"WA007401540","WINDHOEK, WA","2015-01-24",,"73","90",
"WA007401540","WINDHOEK, WA","2015-01-25",,"69","90",
"WA007401540","WINDHOEK, WA","2015-01-26",,"68","83",
"WA007401540","WINDHOEK, WA","2015-01-27",,"70","88",
"WA007401540","WINDHOEK, WA","2015-01-28","0.12","69","88","60"
"WA007401540","WINDHOEK, WA","2015-01-29","0.01","71","88",
"WA007401540","WINDHOEK, WA","2015-01-30","0.31","71","88","62"
"WA007401540","WINDHOEK, WA","2015-01-31","0.51","74","87","62"
"WA007401540","WINDHOEK, WA","2015-02-01","0.01","74","91","60"
"WA007401540","WINDHOEK, WA","2015-02-02","0.00","71","91","55"
"WA007401540","WINDHOEK, WA","2015-02-03",,"69","89","53"
"WA007401540","WINDHOEK, WA","2015-02-04",,"67","88","47"
"WA007401540","WINDHOEK, WA","2015-02-05",,"71","88","53"
"WA007401540","WINDHOEK, WA","2015-02-06",,"70","88","51"
"WA007401540","WINDHOEK, WA","2015-02-07",,"73","92",
"WA007401540","WINDHOEK, WA","2015-02-08",,"74","92",
"WA007401540","WINDHOEK, WA","2015-02-09",,"78","96","58"
"WA007401540","WINDHOEK, WA","2015-02-10",,"79","97",
"WA007401540","WINDHOEK, WA","2015-02-11",,"75","97","62"
"WA007401540","WINDHOEK, WA","2015-02-12","0.04","75","96","64"
"WA007401540","WINDHOEK, WA","2015-02-13","0.00","80","96","65"
"WA007401540","WINDHOEK, WA","2015-02-14",,"79","96",
"WA007401540","WINDHOEK, WA","2015-02-15",,"79","96","65"
"WA007401540","WINDHOEK, WA","2015-02-16",,"79","94",
"WA007401540","WINDHOEK, WA","2015-02-17",,"76","94",
"WA007401540","WINDHOEK, WA","2015-02-18",,"77","95","62"
"WA007401540","WINDHOEK, WA","2015-02-19",,"81","95","68"
"WA007401540","WINDHOEK, WA","2015-02-20",,"80","95",
"WA007401540","WINDHOEK, WA","2015-02-21",,"77","93","67"
"WA007401540","WINDHOEK, WA","2015-02-22",,"77","93","66"
"WA007401540","WINDHOEK, WA","2015-02-23",,"77","93","66"
"WA007401540","WINDHOEK, WA","2015-02-24",,"76","92",
"WA007401540","WINDHOEK, WA","2015-02-25",,"73","92",
"WA007401540","WINDHOEK, WA","2015-02-26",,"73","92",
"WA007401540","WINDHOEK, WA","2015-02-27",,"74","91","55"
"WA007401540","WINDHOEK, WA","2015-02-28",,"74","92",
"WA007401540","WINDHOEK, WA","2015-03-01",,"72","94",
"WA007401540","WINDHOEK, WA","2015-03-02",,"71","94","59"
"WA007401540","WINDHOEK, WA","2015-03-03",,"68","90",
"WA007401540","WINDHOEK, WA","2015-03-04",,"70","84",
"WA007401540","WINDHOEK, WA","2015-03-05",,"66","87",
"WA007401540","WINDHOEK, WA","2015-03-06","0.67","65","87",
"WA007401540","WINDHOEK, WA","2015-03-07","0.51","65","82",
"WA007401540","WINDHOEK, WA","2015-03-08","0.12","69","85",
"WA007401540","WINDHOEK, WA","2015-03-09","0.01","69","88",
"WA007401540","WINDHOEK, WA","2015-03-10","0.04","72","88","60"
"WA007401540","WINDHOEK, WA","2015-03-11","0.01","74","88","61"
"WA007401540","WINDHOEK, WA","2015-03-12","0.03","76","89","66"
"WA007401540","WINDHOEK, WA","2015-03-13","0.01","77","90",
"WA007401540","WINDHOEK, WA","2015-03-14","0.00","80","91","69"
"WA007401540","WINDHOEK, WA","2015-03-15",,"79","92","71"
"WA007401540","WINDHOEK, WA","2015-03-16","0.02","75","92","63"
"WA007401540","WINDHOEK, WA","2015-03-17","0.00","67","88",
"WA007401540","WINDHOEK, WA","2015-03-26",,"81","87","73"
"WA007401540","WINDHOEK, WA","2015-03-27",,"69","81","59"
"WA007401540","WINDHOEK, WA","2015-03-28",,"67",,"58"
"WA007401540","WINDHOEK, WA","2015-03-29","0.04","71","82","59"
"WA007401540","WINDHOEK, WA","2015-03-30","0.00","68","83",
"WA007401540","WINDHOEK, WA","2015-03-31","0.02","66","93",
"WA007401540","WINDHOEK, WA","2015-04-01","0.00","68","80",
"WA007401540","WINDHOEK, WA","2015-04-02",,"63","82","57"
"WA007401540","WINDHOEK, WA","2015-04-03",,"66","81","56"
"WA007401540","WINDHOEK, WA","2015-04-04",,"71","80","57"
"WA007401540","WINDHOEK, WA","2015-04-05",,"69","83","56"
"WA007401540","WINDHOEK, WA","2015-04-06",,"67","77","58"
"WA007401540","WINDHOEK, WA","2015-04-07",,"67","79",
"WA007401540","WINDHOEK, WA","2015-04-08","0.43","62","68",
"WA007401540","WINDHOEK, WA","2015-04-09","0.00","66","78","61"
"WA007401540","WINDHOEK, WA","2015-04-10",,"62","78",
"WA007401540","WINDHOEK, WA","2015-04-12",,"66","79","54"
"WA007401540","WINDHOEK, WA","2015-04-13",,"65","78",
"WA007401540","WINDHOEK, WA","2015-04-14",,"67","81","55"
"WA007401540","WINDHOEK, WA","2015-04-15",,"70","82","58"
"WA007401540","WINDHOEK, WA","2015-04-16",,"67","82","53"
"WA007401540","WINDHOEK, WA","2015-04-17",,"65","81",
"WA007401540","WINDHOEK, WA","2015-04-18",,"66","81",
"WA007401540","WINDHOEK, WA","2015-04-19",,"68","82","51"
"WA007401540","WINDHOEK, WA","2015-04-20",,"67","83",
"WA007401540","WINDHOEK, WA","2015-04-21",,"68","83",
"WA007401540","WINDHOEK, WA","2015-04-22",,"71","83","56"
"WA007401540","WINDHOEK, WA","2015-04-23",,"70","84",
"WA007401540","WINDHOEK, WA","2015-04-24",,"67","84",
"WA007401540","WINDHOEK, WA","2015-04-25",,"67","84","53"
"WA007401540","WINDHOEK, WA","2015-04-26",,"68","84",
"WA007401540","WINDHOEK, WA","2015-04-27",,"69","84","56"
"WA007401540","WINDHOEK, WA","2015-04-28",,"69","83",
"WA007401540","WINDHOEK, WA","2015-04-29",,"67","82","54"
"WA007401540","WINDHOEK, WA","2015-04-30",,"67","81","53"
"WA007401540","WINDHOEK, WA","2015-05-01",,"64","81",
"WA007401540","WINDHOEK, WA","2015-05-02",,"64","81","54"
"WA007401540","WINDHOEK, WA","2015-05-03",,"66","83","53"
"WA007401540","WINDHOEK, WA","2015-05-04",,"66","83","54"
"WA007401540","WINDHOEK, WA","2015-05-05",,"62","83",
"WA007401540","WINDHOEK, WA","2015-05-06",,"66","84",
"WA007401540","WINDHOEK, WA","2015-05-07",,"67","84","53"
"WA007401540","WINDHOEK, WA","2015-05-08",,"67","83","53"
"WA007401540","WINDHOEK, WA","2015-05-09",,"66","83","53"
"WA007401540","WINDHOEK, WA","2015-05-10",,"65","81","51"
"WA007401540","WINDHOEK, WA","2015-05-11",,"64","83","52"
"WA007401540","WINDHOEK, WA","2015-05-12",,"67","83","51"
"WA007401540","WINDHOEK, WA","2015-05-13",,"67","83","54"
"WA007401540","WINDHOEK, WA","2015-05-14",,"68","84","55"
"WA007401540","WINDHOEK, WA","2015-05-15",,"69","84","54"
"WA007401540","WINDHOEK, WA","2015-05-16",,"68","83",
"WA007401540","WINDHOEK, WA","2015-05-17",,"67","83","57"
"WA007401540","WINDHOEK, WA","2015-05-18",,"67","83","53"
"WA007401540","WINDHOEK, WA","2015-05-19",,"64","82","49"
"WA007401540","WINDHOEK, WA","2015-05-20",,"63","82","49"
"WA007401540","WINDHOEK, WA","2015-05-21",,"57","80",
"WA007401540","WINDHOEK, WA","2015-05-22",,"71","82","53"
"WA007401540","WINDHOEK, WA","2015-05-23",,"62","82",
"WA007401540","WINDHOEK, WA","2015-05-24",,"61","79",
"WA007401540","WINDHOEK, WA","2015-05-25",,"61","79","50"
"WA007401540","WINDHOEK, WA","2015-05-26",,"64","80",
"WA007401540","WINDHOEK, WA","2015-05-27",,"65","80",
"WA007401540","WINDHOEK, WA","2015-05-28",,"64","80","49"
"WA007401540","WINDHOEK, WA","2015-05-29",,"62","80",
"WA007401540","WINDHOEK, WA","2015-05-30",,"56","78","49"
"WA007401540","WINDHOEK, WA","2015-05-31",,"66","78","48"
"WA007401540","WINDHOEK, WA","2015-06-01",,"56","76","46"
"WA007401540","WINDHOEK, WA","2015-06-02",,"44","71","36"
"WA007401540","WINDHOEK, WA","2015-06-03",,"54",,"29"
"WA007401540","WINDHOEK, WA","2015-06-04",,"51",,
"WA007401540","WINDHOEK, WA","2015-06-05",,"56",,"40"
"WA007401540","WINDHOEK, WA","2015-06-06",,"61","73","42"
"WA007401540","WINDHOEK, WA","2015-06-07",,"63","74","45"
"WA007401540","WINDHOEK, WA","2015-06-08",,"65","75","49"
"WA007401540","WINDHOEK, WA","2015-06-09",,"62","74","44"
"WA007401540","WINDHOEK, WA","2015-06-10",,"53","70","38"
"WA007401540","WINDHOEK, WA","2015-06-11",,"54","74","37"
"WA007401540","WINDHOEK, WA","2015-06-12",,"56","75",
"WA007401540","WINDHOEK, WA","2015-06-13",,"58","86","46"
"WA007401540","WINDHOEK, WA","2015-06-14",,"58","76",
"WA007401540","WINDHOEK, WA","2015-06-15",,"58","76",
"WA007401540","WINDHOEK, WA","2015-06-16",,"59","77","46"
"WA007401540","WINDHOEK, WA","2015-06-17",,"58","77",
"WA007401540","WINDHOEK, WA","2015-06-18",,"58","77",
"WA007401540","WINDHOEK, WA","2015-06-19",,"59","78","46"
"WA007401540","WINDHOEK, WA","2015-06-20",,"59","78",
"WA007401540","WINDHOEK, WA","2015-06-21",,"57","77","44"
"WA007401540","WINDHOEK, WA","2015-06-22",,"51","76","42"
"WA007401540","WINDHOEK, WA","2015-06-23",,"60","72","44"
"WA007401540","WINDHOEK, WA","2015-06-24",,"55","72",
"WA007401540","WINDHOEK, WA","2015-06-25",,"49","70",
"WA007401540","WINDHOEK, WA","2015-06-26",,"47","60",
"WA007401540","WINDHOEK, WA","2015-06-27",,"49","68",
"WA007401540","WINDHOEK, WA","2015-06-28",,"55","75",
"WA007401540","WINDHOEK, WA","2015-06-29",,"57","76","42"
"WA007401540","WINDHOEK, WA","2015-06-30",,"60","76","46"
"WA007401540","WINDHOEK, WA","2015-07-01",,"61","76","49"
"WA007401540","WINDHOEK, WA","2015-07-02",,"60","77",
"WA007401540","WINDHOEK, WA","2015-07-03",,"59","77",
"WA007401540","WINDHOEK, WA","2015-07-04",,"60","77",
"WA007401540","WINDHOEK, WA","2015-07-05",,"58","76",
"WA007401540","WINDHOEK, WA","2015-07-06",,"61","80","48"
"WA007401540","WINDHOEK, WA","2015-07-07",,"59","80","46"
"WA007401540","WINDHOEK, WA","2015-07-08",,"60","75",
"WA007401540","WINDHOEK, WA","2015-07-09",,"62","77",
"WA007401540","WINDHOEK, WA","2015-07-10",,"61","77",
"WA007401540","WINDHOEK, WA","2015-07-11",,"62","77",
"WA007401540","WINDHOEK, WA","2015-07-12",,"59","77",
"WA007401540","WINDHOEK, WA","2015-07-13",,"57","74",
"WA007401540","WINDHOEK, WA","2015-07-14",,"56","74",
"WA007401540","WINDHOEK, WA","2015-07-15",,"58","74","44"
"WA007401540","WINDHOEK, WA","2015-07-16",,"57","67","42"
"WA007401540","WINDHOEK, WA","2015-07-17",,"52","72",
"WA007401540","WINDHOEK, WA","2015-07-18",,"57","75","42"
"WA007401540","WINDHOEK, WA","2015-07-19",,"62","79","49"
"WA007401540","WINDHOEK, WA","2015-07-20",,"64","79",
"WA007401540","WINDHOEK, WA","2015-07-21",,"61","77",
"WA007401540","WINDHOEK, WA","2015-07-22",,"60","75",
"WA007401540","WINDHOEK, WA","2015-07-23",,"54","72",
"WA007401540","WINDHOEK, WA","2015-07-24",,"48","72",
"WA007401540","WINDHOEK, WA","2015-07-25",,"45","67","33"
"WA007401540","WINDHOEK, WA","2015-07-26",,"51","68",
"WA007401540","WINDHOEK, WA","2015-07-27",,"55","73","37"
"WA007401540","WINDHOEK, WA","2015-07-28",,"63","75","45"
"WA007401540","WINDHOEK, WA","2015-07-29",,"56","75",
"WA007401540","WINDHOEK, WA","2015-07-30",,"54","74","38"
"WA007401540","WINDHOEK, WA","2015-07-31",,"54","74",
"WA007401540","WINDHOEK, WA","2015-08-01",,"56","74",
"WA007401540","WINDHOEK, WA","2015-08-02",,"59","76",
"WA007401540","WINDHOEK, WA","2015-08-03",,"58","78","46"
"WA007401540","WINDHOEK, WA","2015-08-04",,"64","80",
"WA007401540","WINDHOEK, WA","2015-08-05",,"64","80",
"WA007401540","WINDHOEK, WA","2015-08-06",,"63","79",
"WA007401540","WINDHOEK, WA","2015-08-07",,"62","80","50"
"WA007401540","WINDHOEK, WA","2015-08-08",,"62","80","48"
"WA007401540","WINDHOEK, WA","2015-08-09",,"63","81",
"WA007401540","WINDHOEK, WA","2015-08-10",,"63","82",
"WA007401540","WINDHOEK, WA","2015-08-11",,"65","82","51"
"WA007401540","WINDHOEK, WA","2015-08-12",,"61","81","48"
"WA007401540","WINDHOEK, WA","2015-08-13",,"61","78","45"
"WA007401540","WINDHOEK, WA","2015-08-14",,"65","79","51"
"WA007401540","WINDHOEK, WA","2015-08-15",,"66","81","51"
"WA007401540","WINDHOEK, WA","2015-08-16",,"69","82","53"
"WA007401540","WINDHOEK, WA","2015-08-17",,"71","85",
"WA007401540","WINDHOEK, WA","2015-08-18",,"69","85",
"WA007401540","WINDHOEK, WA","2015-08-19",,"67","83","54"
"WA007401540","WINDHOEK, WA","2015-08-20",,"68","84",
"WA007401540","WINDHOEK, WA","2015-08-21",,"73","87",
"WA007401540","WINDHOEK, WA","2015-08-22",,"72","87","61"
"WA007401540","WINDHOEK, WA","2015-08-23",,"70","84",
"WA007401540","WINDHOEK, WA","2015-08-24",,"70","83","55"
"WA007401540","WINDHOEK, WA","2015-08-25",,"66","83",
"WA007401540","WINDHOEK, WA","2015-08-26",,"70",,"60"
"WA007401540","WINDHOEK, WA","2015-08-27",,"69","82",
"WA007401540","WINDHOEK, WA","2015-08-28",,"71","84",
"WA007401540","WINDHOEK, WA","2015-08-29",,"74","87","61"
